district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Ranipet,Paddy (Samba),Year-round,1078.0,29.6,0.527,718.0,1252.0,31.3,0.691,12.0,1.0,197.58
Chennai,Paddy (Kuruvai),Zaid (Apr-May),384.1,31.2,0.444,26577.0,733.0,80.0,0.417,12.0,11.05,714.79
Mayiladuthurai,Tapioca,Zaid (Apr-May),421.9,38.4,0.644,657.0,14522.0,39.4,0.532,12.0,4.51,1671.79
Tenkasi,Sugarcane,Year-round,1157.9,29.4,0.893,429.0,9563.0,39.3,0.737,12.0,0.48,1409.61
Cuddalore,Turmeric,Zaid (Apr-May),472.0,37.3,0.316,642.0,8458.0,51.4,0.406,12.0,3.3,1227.31
Cuddalore,Cotton,Rabi (Nov-Mar),805.5,23.4,0.32,631.0,10324.0,32.9,0.538,11.39,5.1,897.04
Perambalur,Groundnut,Zaid (Apr-May),139.2,41.0,0.336,238.0,1970.0,57.5,0.321,12.0,4.97,216.92
Namakkal,Paddy (Samba),Rabi (Nov-Mar),534.3,26.1,0.428,527.0,8942.0,45.6,0.49,12.0,3.19,1912.28
Mayiladuthurai,Coconut,Zaid (Apr-May),286.3,38.4,0.621,619.0,9253.0,43.5,0.368,12.0,3.18,1503.95
Sivaganga,Cotton,Rabi (Nov-Mar),659.8,28.9,0.248,316.0,10245.0,63.9,0.627,12.0,0.1,733.53
Tiruchirappalli,Paddy (Kuruvai),Zaid (Apr-May),231.8,41.3,0.578,803.0,10362.0,62.8,0.379,12.0,1.51,2440.33
Tirupattur,Coconut,Kharif (Jun-Oct),1325.0,33.4,0.935,500.0,7722.0,59.4,0.686,12.0,0.57,532.42
Tirupathur,Onion,Zaid (Apr-May),235.1,41.5,0.346,541.0,9746.0,53.6,0.353,12.0,1.16,906.68
Thiruvarur,Coconut,Rabi (Nov-Mar),815.4,24.3,0.712,473.0,11125.0,62.1,0.536,11.8,4.9,1045.18
Dindigul,Paddy (Samba),Rabi (Nov-Mar),549.3,27.8,0.542,366.0,6263.0,62.3,0.532,12.0,2.25,1219.53
Nilgiris,Paddy (Kuruvai),Rabi (Nov-Mar),1703.1,28.7,0.524,230.0,12588.0,38.4,0.912,12.0,3.99,2008.8
Dharmapuri,Paddy (Samba),Zaid (Apr-May),246.7,36.6,0.378,337.0,7621.0,80.0,0.395,12.0,2.15,2324.86
Theni,Cotton,Year-round,965.1,30.2,0.447,421.0,6970.0,70.0,0.649,12.0,1.4,394.38
Ranipet,Coconut,Kharif (Jun-Oct),1583.9,31.7,0.595,730.0,5639.0,41.1,0.816,12.0,2.99,424.08
Salem,Mango,Zaid (Apr-May),271.1,38.3,0.263,633.0,9353.0,48.4,0.47,12.0,3.66,1063.93
Kallakurichi,Tapioca,Kharif (Jun-Oct),1449.6,34.9,0.586,373.0,4803.0,45.8,0.734,12.0,3.77,316.95
Mayiladuthurai,Coconut,Rabi (Nov-Mar),986.7,27.2,0.717,613.0,3896.0,37.3,0.599,12.0,2.97,342.86
Thiruvarur,Pulses,Kharif (Jun-Oct),1689.7,30.3,0.937,491.0,7752.0,33.9,0.88,12.0,2.81,235.22
Ramanathapuram,Maize,Year-round,676.6,30.8,0.636,231.0,10344.0,74.0,0.504,12.0,3.44,497.42
Madurai,Millets,Kharif (Jun-Oct),1307.1,32.6,0.897,1105.0,12624.0,64.0,0.733,12.0,2.0,345.16
Krishnagiri,Sugarcane,Rabi (Nov-Mar),884.4,20.9,0.499,356.0,9893.0,28.2,0.585,9.93,0.32,1802.96
Tirunelveli,Onion,Zaid (Apr-May),234.7,38.4,0.268,462.0,1575.0,61.0,0.363,12.0,5.12,121.19
Krishnagiri,Sugarcane,Rabi (Nov-Mar),819.6,29.0,0.543,330.0,5857.0,31.1,0.646,12.0,2.0,1189.69
Coimbatore,Pulses,Year-round,683.9,31.2,0.865,772.0,8452.0,35.0,0.551,12.0,4.14,274.51
Namakkal,Sugarcane,Kharif (Jun-Oct),1239.9,30.2,0.608,614.0,5531.0,41.7,0.658,12.0,3.21,876.56
Ariyalur,Vegetables,Rabi (Nov-Mar),645.3,23.9,0.658,290.0,7372.0,71.5,0.473,11.58,1.66,470.7
Sivaganga,Pulses,Year-round,745.0,31.7,0.361,428.0,2438.0,54.5,0.619,12.0,2.28,92.43
Theni,Coconut,Zaid (Apr-May),375.6,38.3,0.278,351.0,12476.0,63.0,0.47,12.0,4.22,1878.92
Tirunelveli,Turmeric,Year-round,754.7,31.6,0.463,467.0,7228.0,44.4,0.526,12.0,4.26,533.09
Tirunelveli,Coconut,Year-round,655.4,29.1,0.324,528.0,10168.0,37.1,0.556,12.0,3.69,857.7
Madurai,Tapioca,Zaid (Apr-May),338.3,37.5,0.568,1051.0,11864.0,69.4,0.406,12.0,1.48,1323.27
Theni,Millets,Rabi (Nov-Mar),649.2,24.5,0.327,385.0,7919.0,32.3,0.51,12.0,2.13,315.87
Ramanathapuram,Millets,Zaid (Apr-May),211.5,37.0,0.6,181.0,9154.0,80.0,0.343,12.0,2.69,542.98
Salem,Sugarcane,Kharif (Jun-Oct),1310.0,30.8,0.529,649.0,7094.0,55.9,0.684,12.0,4.9,1161.94
Tirupathur,Coconut,Rabi (Nov-Mar),527.9,25.0,0.454,537.0,3101.0,73.2,0.56,12.0,4.35,380.25
Cuddalore,Paddy (Samba),Year-round,1235.7,33.8,0.362,624.0,13698.0,55.4,0.771,12.0,3.4,2057.79
Villupuram,Banana,Year-round,1076.0,31.5,0.39,448.0,9153.0,51.1,0.605,12.0,4.56,989.13
Thoothukudi,Sugarcane,Zaid (Apr-May),203.1,40.4,0.532,480.0,1405.0,59.4,0.385,12.0,4.83,448.98
Vellore,Onion,Rabi (Nov-Mar),675.3,22.9,0.255,772.0,2929.0,39.6,0.511,11.35,1.62,212.39
Thanjavur,Pulses,Year-round,1018.8,29.2,0.818,663.0,5652.0,61.7,0.621,12.0,1.91,180.16
Thanjavur,Onion,Rabi (Nov-Mar),702.1,26.6,0.781,686.0,2589.0,65.3,0.669,12.0,0.62,130.99
Virudhunagar,Millets,Rabi (Nov-Mar),395.1,27.1,0.461,564.0,10175.0,79.8,0.411,12.0,2.86,479.46
Tirupur,Cotton,Rabi (Nov-Mar),592.6,25.2,0.483,951.0,10042.0,39.6,0.527,12.0,3.78,725.22
Tirupathur,Vegetables,Rabi (Nov-Mar),633.4,26.2,0.582,552.0,13109.0,54.5,0.467,12.0,0.82,892.9
Madurai,Onion,Zaid (Apr-May),273.4,37.1,0.626,1063.0,14564.0,71.0,0.382,12.0,4.31,1175.78
Madurai,Vegetables,Zaid (Apr-May),354.1,34.3,0.579,1077.0,14834.0,39.3,0.425,12.0,2.93,1409.31
Perambalur,Banana,Kharif (Jun-Oct),1134.2,30.2,0.527,212.0,4762.0,35.4,0.691,12.0,3.99,502.51
Kanchipuram,Maize,Kharif (Jun-Oct),1947.3,31.9,0.889,1033.0,6735.0,38.9,0.95,12.0,1.16,313.4
Nagapattinam,Coconut,Year-round,1129.6,37.9,0.73,480.0,12668.0,31.2,0.763,12.0,1.33,976.2
Nagapattinam,Onion,Kharif (Jun-Oct),1830.5,33.8,0.816,590.0,3398.0,11.4,0.95,12.0,1.23,159.23
Kallakurichi,Turmeric,Rabi (Nov-Mar),714.3,23.9,0.346,355.0,1769.0,46.3,0.616,11.03,1.77,169.57
Coimbatore,Millets,Year-round,690.7,33.2,0.879,782.0,5104.0,77.8,0.486,12.0,1.64,163.24
Krishnagiri,Mango,Year-round,1183.1,29.5,0.544,308.0,5479.0,67.2,0.675,12.0,0.4,285.23
Thoothukudi,Millets,Year-round,518.6,28.7,0.681,424.0,13742.0,45.0,0.486,12.0,1.49,405.28
Madurai,Mango,Zaid (Apr-May),185.3,35.8,0.615,1001.0,13327.0,80.0,0.284,12.0,3.76,1465.59
Chennai,Groundnut,Kharif (Jun-Oct),1971.8,34.0,0.61,26562.0,12426.0,15.1,0.906,12.0,11.38,1076.16
Ranipet,Coconut,Rabi (Nov-Mar),879.8,26.2,0.525,758.0,10051.0,78.6,0.551,12.0,3.51,946.61
Madurai,Turmeric,Rabi (Nov-Mar),648.2,25.6,0.696,1043.0,11810.0,37.5,0.506,12.0,0.77,979.79
Coimbatore,Paddy (Kuruvai),Year-round,735.4,29.6,0.884,723.0,3002.0,61.5,0.549,12.0,4.31,326.83
Sivaganga,Coconut,Zaid (Apr-May),234.7,37.1,0.209,362.0,1265.0,78.4,0.302,12.0,3.18,233.28
Ariyalur,Millets,Kharif (Jun-Oct),1136.2,32.8,0.695,280.0,2763.0,68.2,0.647,12.0,2.91,80.45
Cuddalore,Millets,Year-round,1288.8,28.4,0.457,571.0,4898.0,70.5,0.746,12.0,0.33,119.6
Tirunelveli,Tomato,Year-round,597.3,32.2,0.301,457.0,7928.0,75.6,0.461,12.0,3.38,473.65
Perambalur,Banana,Zaid (Apr-May),326.7,38.9,0.342,289.0,5915.0,52.5,0.394,12.0,2.15,1185.65
Nagapattinam,Millets,Rabi (Nov-Mar),1012.9,25.3,0.667,507.0,13250.0,55.4,0.623,12.0,3.81,433.05
Thoothukudi,Maize,Kharif (Jun-Oct),659.5,29.7,0.647,454.0,1825.0,49.1,0.462,12.0,4.6,101.59
Tirunelveli,Vegetables,Rabi (Nov-Mar),425.2,28.4,0.322,420.0,8809.0,54.4,0.449,12.0,3.77,698.14
Salem,Vegetables,Rabi (Nov-Mar),610.9,25.4,0.394,616.0,9480.0,57.8,0.495,11.95,2.34,695.85
Dindigul,Sugarcane,Kharif (Jun-Oct),1070.1,29.9,0.757,320.0,2823.0,33.0,0.72,12.0,4.59,428.21
Sivaganga,Maize,Zaid (Apr-May),149.4,37.3,0.182,351.0,13092.0,80.0,0.32,12.0,0.3,1505.22
Chengalpattu,Vegetables,Rabi (Nov-Mar),1050.5,28.1,0.692,1127.0,5780.0,55.1,0.598,12.0,4.1,386.12
Tiruvannamalai,Tapioca,Rabi (Nov-Mar),662.5,23.7,0.786,519.0,1770.0,36.7,0.449,12.0,1.55,169.14
Kanniyakumari,Tapioca,Zaid (Apr-May),379.9,37.7,0.427,1125.0,3525.0,53.7,0.44,12.0,4.01,507.42
Tirupattur,Paddy (Samba),Rabi (Nov-Mar),658.7,26.6,0.719,517.0,5394.0,76.0,0.455,12.0,1.71,997.39
Nagapattinam,Coconut,Year-round,1327.2,31.0,0.784,510.0,11200.0,38.3,0.726,12.0,0.56,827.14
Thoothukudi,Mango,Zaid (Apr-May),228.4,40.1,0.593,491.0,4697.0,66.2,0.31,12.0,2.28,466.3
Karur,Vegetables,Rabi (Nov-Mar),374.3,25.2,0.307,404.0,1943.0,70.7,0.405,11.75,2.48,190.49
Thanjavur,Onion,Year-round,1023.8,28.5,0.823,705.0,13051.0,30.2,0.686,12.0,1.83,528.79
Coimbatore,Paddy (Kuruvai),Year-round,835.1,29.3,0.859,751.0,14174.0,46.1,0.56,12.0,1.48,1524.83
Karur,Tapioca,Rabi (Nov-Mar),554.6,26.7,0.323,387.0,6465.0,40.9,0.489,12.0,4.15,543.28
Coimbatore,Paddy (Kuruvai),Zaid (Apr-May),308.3,38.4,0.694,782.0,14497.0,41.6,0.34,12.0,3.05,2864.31
Ranipet,Cotton,Rabi (Nov-Mar),867.3,26.5,0.486,710.0,13014.0,35.9,0.633,12.0,5.19,902.58
Tirupattur,Banana,Rabi (Nov-Mar),734.9,27.0,0.663,474.0,13902.0,48.2,0.552,12.0,0.35,1664.93
Tiruvannamalai,Vegetables,Kharif (Jun-Oct),1453.2,30.2,1.0,534.0,1869.0,61.7,0.796,12.0,0.68,115.98
Cuddalore,Millets,Zaid (Apr-May),322.4,36.5,0.214,639.0,12842.0,80.0,0.392,12.0,0.62,898.04
Tirupathur,Millets,Rabi (Nov-Mar),586.8,23.7,0.437,498.0,1675.0,78.9,0.492,11.97,0.59,51.65
Chennai,Paddy (Kuruvai),Rabi (Nov-Mar),948.4,28.3,0.521,26529.0,9670.0,33.1,0.596,12.0,11.46,2084.03
Thoothukudi,Maize,Year-round,609.4,32.2,0.655,506.0,4959.0,59.9,0.471,12.0,1.28,260.57
Chengalpattu,Maize,Zaid (Apr-May),619.7,36.5,0.709,1133.0,14644.0,58.7,0.53,12.0,2.96,1187.09
Krishnagiri,Vegetables,Rabi (Nov-Mar),703.0,27.7,0.433,364.0,12244.0,63.0,0.494,12.0,3.31,922.25
Chengalpattu,Groundnut,Rabi (Nov-Mar),933.1,25.7,0.732,1154.0,13900.0,80.0,0.622,12.0,5.18,835.65
Tiruchirappalli,Tomato,Year-round,807.2,31.4,0.783,777.0,4138.0,35.5,0.59,12.0,2.12,223.52
Tirupattur,Pulses,Rabi (Nov-Mar),625.5,24.6,0.717,490.0,503.0,66.3,0.507,11.81,2.13,65.55
Kallakurichi,Coconut,Rabi (Nov-Mar),648.0,25.0,0.425,353.0,4306.0,60.9,0.474,12.0,3.48,499.65
Chengalpattu,Banana,Kharif (Jun-Oct),1856.6,31.2,0.84,1076.0,8185.0,45.2,0.867,12.0,1.18,794.05
Ramanathapuram,Vegetables,Zaid (Apr-May),207.3,36.5,0.453,227.0,14124.0,80.0,0.429,12.0,0.47,1559.18
Sivaganga,Banana,Rabi (Nov-Mar),527.6,24.8,0.212,331.0,14822.0,52.4,0.535,12.0,4.11,2328.09
Krishnagiri,Cotton,Rabi (Nov-Mar),824.6,25.6,0.515,418.0,12240.0,80.0,0.541,12.0,2.32,884.23
Dharmapuri,Sugarcane,Zaid (Apr-May),407.3,39.6,0.489,328.0,1201.0,80.0,0.363,12.0,1.86,376.4
Ramanathapuram,Turmeric,Rabi (Nov-Mar),330.3,25.8,0.468,226.0,6519.0,39.2,0.39,12.0,4.17,847.67
Pudukkottai,Tomato,Rabi (Nov-Mar),675.1,27.5,0.244,328.0,4040.0,64.4,0.493,12.0,4.86,306.4
Madurai,Turmeric,Year-round,834.2,28.5,0.745,1052.0,1532.0,59.9,0.629,12.0,3.11,126.44
Kanniyakumari,Onion,Kharif (Jun-Oct),2133.1,28.5,0.595,1107.0,14085.0,56.5,0.914,12.0,3.73,615.41
Tirupattur,Coconut,Zaid (Apr-May),363.2,40.3,0.556,523.0,6456.0,64.7,0.403,12.0,1.83,937.8
Karur,Turmeric,Year-round,790.6,28.0,0.42,386.0,9022.0,35.4,0.589,12.0,2.3,660.73
Thanjavur,Sugarcane,Zaid (Apr-May),425.5,42.6,0.693,675.0,11225.0,70.2,0.412,12.0,3.86,3224.53
Kanniyakumari,Mango,Zaid (Apr-May),296.8,35.9,0.307,1103.0,8034.0,80.0,0.454,12.0,2.31,979.77
Erode,Onion,Zaid (Apr-May),193.5,37.6,0.609,618.0,6567.0,60.8,0.439,12.0,0.99,615.65
Dharmapuri,Turmeric,Zaid (Apr-May),176.3,39.4,0.425,319.0,10640.0,59.7,0.357,12.0,1.07,1735.09
Kanchipuram,Paddy (Kuruvai),Zaid (Apr-May),437.1,38.3,0.654,1058.0,3150.0,53.8,0.488,12.0,1.53,701.6
Coimbatore,Turmeric,Zaid (Apr-May),161.1,35.4,0.711,759.0,8483.0,64.2,0.316,12.0,1.21,1224.01
Mayiladuthurai,Coconut,Year-round,1300.2,33.1,0.86,604.0,13739.0,50.5,0.705,12.0,1.17,962.23
Tirunelveli,Cotton,Rabi (Nov-Mar),369.7,24.4,0.335,501.0,8895.0,38.4,0.471,12.0,2.09,834.57
Thoothukudi,Tapioca,Kharif (Jun-Oct),757.6,33.3,0.668,426.0,10752.0,66.3,0.561,12.0,4.21,638.59
Madurai,Vegetables,Zaid (Apr-May),229.7,37.5,0.61,1027.0,2503.0,80.0,0.341,12.0,1.5,279.62
Thoothukudi,Banana,Zaid (Apr-May),115.5,39.1,0.415,490.0,4899.0,80.0,0.376,12.0,4.98,1138.77
Coimbatore,Coconut,Kharif (Jun-Oct),957.3,29.9,1.0,728.0,2635.0,37.2,0.688,12.0,2.21,169.06
Krishnagiri,Pulses,Zaid (Apr-May),368.7,40.2,0.453,335.0,2576.0,73.8,0.413,12.0,4.04,171.21
Erode,Paddy (Samba),Year-round,837.1,35.0,0.811,579.0,13134.0,71.4,0.583,12.0,0.66,1721.24
Tirunelveli,Tapioca,Rabi (Nov-Mar),455.6,26.3,0.229,545.0,2239.0,53.1,0.471,12.0,0.85,209.14
Sivaganga,Tomato,Year-round,827.3,31.4,0.315,385.0,14805.0,61.3,0.605,12.0,3.24,863.66
Madurai,Groundnut,Kharif (Jun-Oct),1195.9,34.4,0.813,1049.0,6059.0,30.3,0.708,12.0,1.26,272.61
Namakkal,Sugarcane,Year-round,994.5,30.8,0.535,549.0,12663.0,62.0,0.647,12.0,4.56,2075.82
Ranipet,Banana,Zaid (Apr-May),205.8,37.0,0.402,714.0,5572.0,80.0,0.407,12.0,3.36,1323.87
Sivaganga,Banana,Kharif (Jun-Oct),1147.8,28.7,0.424,355.0,7208.0,23.9,0.664,12.0,0.42,759.71
Tirupur,Groundnut,Rabi (Nov-Mar),542.2,22.9,0.336,948.0,6622.0,77.3,0.506,11.15,3.53,408.27
Coimbatore,Banana,Kharif (Jun-Oct),794.7,33.6,0.958,778.0,4264.0,29.2,0.541,12.0,2.63,372.11
Coimbatore,Coconut,Zaid (Apr-May),152.8,38.6,0.74,757.0,6743.0,48.5,0.242,12.0,2.1,1085.42
Tirupattur,Onion,Rabi (Nov-Mar),729.6,25.2,0.726,456.0,9558.0,34.9,0.59,12.0,3.57,467.92
Namakkal,Millets,Rabi (Nov-Mar),578.0,26.0,0.494,576.0,14810.0,74.9,0.505,12.0,5.13,595.22
Tiruvannamalai,Mango,Zaid (Apr-May),404.3,35.8,0.769,536.0,1391.0,49.2,0.37,12.0,5.05,105.89
Ramanathapuram,Sugarcane,Kharif (Jun-Oct),1148.0,34.5,0.768,193.0,14910.0,39.3,0.728,12.0,4.64,2233.09
Mayiladuthurai,Sugarcane,Rabi (Nov-Mar),919.3,25.1,0.801,593.0,14354.0,40.2,0.611,12.0,4.45,2629.2
Chengalpattu,Vegetables,Year-round,1336.9,28.0,0.78,1072.0,5967.0,39.9,0.685,12.0,3.78,300.7
Kanniyakumari,Onion,Rabi (Nov-Mar),1048.2,29.5,0.363,1145.0,6322.0,67.7,0.666,12.0,5.1,411.16
Kanchipuram,Maize,Zaid (Apr-May),379.3,39.1,0.678,1065.0,2547.0,79.4,0.492,12.0,2.03,241.64
Mayiladuthurai,Paddy (Kuruvai),Kharif (Jun-Oct),1719.0,32.4,0.993,633.0,13899.0,55.7,0.918,12.0,4.82,1423.64
Dindigul,Maize,Rabi (Nov-Mar),659.0,24.1,0.709,378.0,3352.0,44.9,0.569,11.28,3.12,166.23
Tirupur,Onion,Kharif (Jun-Oct),1162.4,29.2,0.523,827.0,8001.0,44.5,0.662,12.0,0.61,333.3
Chengalpattu,Paddy (Kuruvai),Zaid (Apr-May),416.4,36.8,0.604,1060.0,1668.0,44.8,0.412,12.0,4.87,401.02
Ranipet,Coconut,Year-round,1082.8,33.3,0.533,724.0,8251.0,34.1,0.711,12.0,4.02,634.01
Virudhunagar,Banana,Rabi (Nov-Mar),704.2,24.8,0.669,518.0,5054.0,58.4,0.555,12.0,0.59,540.48
Nilgiris,Paddy (Kuruvai),Rabi (Nov-Mar),1739.7,26.9,0.526,223.0,4839.0,33.9,0.921,12.0,4.05,748.11
Chengalpattu,Sugarcane,Year-round,1461.5,30.9,0.823,1113.0,6228.0,18.6,0.871,12.0,2.59,930.88
Karur,Banana,Year-round,853.3,31.3,0.381,431.0,7528.0,29.4,0.538,12.0,2.79,818.33
Chengalpattu,Tomato,Rabi (Nov-Mar),874.3,26.1,0.571,1130.0,10756.0,41.4,0.54,12.0,1.37,865.7
Coimbatore,Banana,Year-round,737.0,33.1,0.915,779.0,14643.0,61.8,0.584,12.0,0.58,1338.56
Tirupattur,Groundnut,Rabi (Nov-Mar),745.6,22.7,0.715,526.0,7365.0,77.1,0.591,11.1,0.6,388.29
Thanjavur,Millets,Year-round,1134.3,31.5,0.904,670.0,2538.0,38.1,0.691,12.0,4.38,82.64
Theni,Turmeric,Rabi (Nov-Mar),571.5,26.1,0.38,420.0,4254.0,36.5,0.46,12.0,1.64,501.56
Tiruchirappalli,Mango,Kharif (Jun-Oct),1262.2,34.0,0.864,787.0,2300.0,26.4,0.765,12.0,1.88,131.39
Thanjavur,Millets,Kharif (Jun-Oct),1520.1,27.9,1.0,691.0,8030.0,25.5,0.781,12.0,0.63,242.62
Ariyalur,Groundnut,Kharif (Jun-Oct),1198.0,33.7,0.721,308.0,12628.0,68.5,0.652,12.0,0.3,538.38
Tirunelveli,Paddy (Kuruvai),Zaid (Apr-May),186.5,42.8,0.336,490.0,3931.0,67.9,0.324,12.0,0.68,978.24
Tirupur,Mango,Rabi (Nov-Mar),575.7,28.2,0.352,895.0,11983.0,55.6,0.511,12.0,3.86,797.53
Vellore,Turmeric,Kharif (Jun-Oct),1431.5,31.0,0.442,784.0,7012.0,48.1,0.685,12.0,1.81,523.54
Dindigul,Maize,Year-round,734.7,35.5,0.744,391.0,12799.0,68.0,0.454,12.0,1.44,580.01
Karur,Paddy (Kuruvai),Year-round,819.9,31.9,0.427,490.0,4121.0,47.5,0.583,12.0,2.72,503.7
Villupuram,Onion,Rabi (Nov-Mar),801.5,27.9,0.309,410.0,8291.0,39.5,0.588,12.0,1.7,499.86
Nagapattinam,Mango,Year-round,1315.1,27.6,0.748,575.0,3169.0,60.3,0.662,12.0,3.26,165.11
Tirupur,Maize,Year-round,730.3,30.9,0.434,851.0,1042.0,58.2,0.498,12.0,3.36,53.47
Tenkasi,Cotton,Rabi (Nov-Mar),853.4,27.1,0.842,407.0,4496.0,46.2,0.635,12.0,4.77,332.35
Theni,Millets,Kharif (Jun-Oct),1212.8,30.9,0.357,367.0,3966.0,55.3,0.619,12.0,3.81,137.84
Mayiladuthurai,Coconut,Rabi (Nov-Mar),964.7,29.3,0.708,606.0,3811.0,28.9,0.609,12.0,1.02,319.53
Tirupur,Turmeric,Zaid (Apr-May),90.5,39.6,0.334,915.0,4218.0,80.0,0.249,12.0,2.81,743.42
Mayiladuthurai,Maize,Year-round,1026.3,33.6,0.769,626.0,6932.0,76.1,0.631,12.0,3.97,362.14
Tiruvannamalai,Maize,Kharif (Jun-Oct),1432.9,31.6,1.0,561.0,8586.0,19.3,0.754,12.0,1.62,377.22
Kanniyakumari,Tapioca,Zaid (Apr-May),403.9,37.2,0.303,1147.0,11811.0,62.9,0.405,12.0,2.01,1627.31
Dindigul,Vegetables,Rabi (Nov-Mar),599.3,25.7,0.655,338.0,5602.0,71.8,0.483,12.0,4.91,360.3
Cuddalore,Cotton,Rabi (Nov-Mar),836.7,30.7,0.379,617.0,6711.0,29.8,0.599,12.0,2.35,552.19
Dindigul,Millets,Rabi (Nov-Mar),771.0,26.2,0.721,407.0,1330.0,80.0,0.556,12.0,4.57,38.29
Salem,Turmeric,Kharif (Jun-Oct),1128.3,30.6,0.475,598.0,14982.0,25.5,0.636,12.0,0.95,1100.8
Perambalur,Banana,Year-round,551.6,28.9,0.403,277.0,13689.0,34.3,0.391,12.0,0.15,1950.13
Coimbatore,Millets,Rabi (Nov-Mar),577.4,30.0,0.881,820.0,6382.0,42.8,0.618,12.0,1.38,231.02
Dharmapuri,Mango,Kharif (Jun-Oct),1363.6,32.8,0.66,346.0,698.0,67.0,0.772,12.0,2.67,40.77
Tirupur,Sugarcane,Kharif (Jun-Oct),1002.8,32.1,0.522,850.0,4282.0,25.4,0.642,12.0,2.48,712.39
Dharmapuri,Tomato,Zaid (Apr-May),322.7,39.0,0.465,360.0,10070.0,59.9,0.403,12.0,3.01,1089.1
Thoothukudi,Pulses,Year-round,540.0,26.2,0.578,466.0,8128.0,72.0,0.527,12.0,0.4,266.01
Chennai,Maize,Kharif (Jun-Oct),1918.1,35.2,0.603,26557.0,9795.0,49.9,0.95,12.0,10.45,996.09
Mayiladuthurai,Groundnut,Rabi (Nov-Mar),960.7,27.0,0.814,604.0,940.0,72.2,0.546,12.0,0.85,48.46
Vellore,Tapioca,Year-round,960.4,31.9,0.268,811.0,607.0,53.8,0.667,12.0,2.47,74.68
Kanniyakumari,Turmeric,Year-round,1509.0,33.1,0.427,1170.0,12946.0,61.3,0.873,12.0,1.92,973.98
Kanchipuram,Banana,Rabi (Nov-Mar),883.1,23.8,0.796,1046.0,12269.0,43.5,0.646,12.0,3.78,1615.83
Kanchipuram,Coconut,Kharif (Jun-Oct),1906.7,32.8,0.973,1116.0,4483.0,33.0,0.95,12.0,4.78,354.7
Mayiladuthurai,Sugarcane,Year-round,1282.0,29.1,0.835,629.0,2307.0,55.2,0.718,12.0,2.96,343.43
Namakkal,Tapioca,Zaid (Apr-May),214.7,35.0,0.29,594.0,13546.0,75.3,0.345,12.0,2.68,1849.45
Salem,Maize,Rabi (Nov-Mar),700.5,26.4,0.316,593.0,8409.0,38.3,0.506,12.0,0.99,542.71
Theni,Sugarcane,Rabi (Nov-Mar),636.3,24.1,0.353,395.0,9919.0,80.0,0.533,12.0,0.49,2222.71
Theni,Cotton,Zaid (Apr-May),237.7,31.9,0.235,418.0,12944.0,49.6,0.385,12.0,4.07,1657.19
Ramanathapuram,Banana,Zaid (Apr-May),286.1,40.7,0.557,262.0,2361.0,75.0,0.368,12.0,1.89,465.79
Dindigul,Cotton,Kharif (Jun-Oct),1190.1,27.0,0.769,393.0,5019.0,50.1,0.727,12.0,1.89,246.82
Ariyalur,Tapioca,Rabi (Nov-Mar),550.7,24.5,0.636,267.0,10005.0,36.2,0.534,12.0,4.53,862.56
Ariyalur,Paddy (Samba),Rabi (Nov-Mar),451.6,29.5,0.568,246.0,14096.0,55.3,0.461,12.0,1.74,3290.95
Erode,Sugarcane,Rabi (Nov-Mar),604.2,22.1,0.805,533.0,8424.0,37.9,0.525,11.75,1.09,1550.54
Villupuram,Maize,Zaid (Apr-May),291.2,37.5,0.188,394.0,3441.0,80.0,0.4,12.0,5.09,395.16
Kanchipuram,Mango,Kharif (Jun-Oct),1879.8,35.1,0.959,1085.0,10291.0,18.7,0.883,12.0,0.97,497.77
Chennai,Maize,Rabi (Nov-Mar),1013.4,26.4,0.362,26582.0,5174.0,67.5,0.556,12.0,12.02,886.18
Villupuram,Cotton,Year-round,1063.1,27.2,0.415,456.0,14391.0,25.6,0.595,12.0,3.7,868.16
Chengalpattu,Tapioca,Kharif (Jun-Oct),1837.7,30.5,0.877,1116.0,8822.0,27.5,0.898,12.0,4.89,529.45
Salem,Sugarcane,Kharif (Jun-Oct),1183.3,28.8,0.389,657.0,13772.0,35.9,0.729,12.0,1.04,2326.02
Tirupattur,Vegetables,Year-round,989.1,33.6,0.66,506.0,7964.0,53.4,0.538,12.0,2.41,393.48
Kanniyakumari,Cotton,Year-round,1561.0,31.0,0.532,1231.0,10318.0,51.3,0.751,12.0,0.56,638.19
Virudhunagar,Sugarcane,Kharif (Jun-Oct),971.2,30.2,0.65,573.0,3781.0,32.8,0.606,12.0,1.29,609.58
Kanniyakumari,Paddy (Samba),Year-round,1551.1,28.2,0.33,1174.0,7014.0,65.7,0.793,12.0,4.73,1075.31
Tirunelveli,Turmeric,Rabi (Nov-Mar),374.6,25.4,0.305,449.0,12434.0,50.4,0.443,12.0,3.11,1485.05
Theni,Tapioca,Rabi (Nov-Mar),610.5,24.6,0.316,372.0,10111.0,80.0,0.504,12.0,4.09,903.97
Tiruvannamalai,Tapioca,Zaid (Apr-May),276.1,36.4,0.704,539.0,6574.0,67.8,0.351,12.0,0.85,795.81
Kallakurichi,Coconut,Rabi (Nov-Mar),716.8,26.0,0.369,392.0,12723.0,55.2,0.59,12.0,0.99,1375.2
